id,email,phone_code,phone_number,first_name,last_name,slug,organization,type,industry,location,address,num_of_employees,role,linkedin,twitter,personal_website,experiences,awards,certifications,education_level,promotion_channels,cost_cutting_priorities,interests,availability,capabilities,opportunities,business_goals,notes
P1491L,pmcconnell@example.com,599,001-313-771-6187x1159,Christopher,Schroeder,christopher-schroeder,Group 610,service_providers,Tour Operators,"Bonaire, Sint Eustatius and Saba, Bonaire","['12.20189020', '-68.26238220']",12,Manager,https://norman-garcia.com/,https://acevedo-wallace.info/,http://moore-wright.com/,Oceanography,Outstanding Data-Driven Insights,CompTIA Security+,PhD in Linguistics,Podcasts,Reevaluate Business Insurance Needs,Lean Manufacturing,"{'days': ['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Sunday', 'Friday']}","Pro049,Pro305,Pro187,Pro057,Serv284","OPR004,OPR057,OPR074,OPR081",Develop a Strong Leadership Pipeline,"[""Plan compare lot despite.""]"
P1492B,carolynlee@example.org,680,001-507-426-6926x7715,Jose,Mckenzie,jose-mckenzie,Inc 840,investors,Golf Courses and Country Clubs,"Palau, Aimeliik","['7.44558590', '134.50308780']",154,Director,http://hunter.com/,https://www.davis.com/,https://lawson.org/,Business Development,Data Storage Efficiency,Entrepreneurship Coach,High School Certificate,Partnerships,Focus on Essential Quality Control,Social Media Strategy,{'days': ['Thursday']},"Pro181,Pro043,Serv054",OPR011,Achieve Zero Waste to Landfill,"[""Establish society popular front.""]"
P1493V,andrew94@example.com,235,537-386-6252,Jason,Schultz,jason-schultz,PLC 732,policy_makers,Publishing,"Chad, Mandoul","['8.60309100', '17.47951730']",427,Assistant,https://www.woodward-wilson.com/,http://www.carr-robertson.com/,http://martinez.com/,Linguistics,Organizational-Level Analysis Achievement,SPHR (Senior Professional in Human Resources),BS in Environmental Science,Content Marketing,Reduce Billboards and Outdoor Advertising,Production Efficiency,"{'days': ['Friday', 'Tuesday', 'Sunday', 'Monday']}",Serv126,"OPR110,OPR106,OPR105,OPR025",Implement Comprehensive CSR Programs,"[""Inside send eat kitchen then hard there through.""]"
P1494Q,thomaslisa@example.com,1-284,888.959.4291,Scott,Fox,scott-fox,PLC 685,academics,Investment Management,Virgin Islands (British),"['18.43138300', '-64.62305000']",192,Manager,https://www.nguyen.info/,http://adkins.info/,https://www.wall.com/,E-commerce,Real-time Analytics Excellence,Entrepreneurship Coach,MS in Geology,Remarketing Campaigns,Reevaluate Sponsorship Deals,Cybersecurity,"{'days': ['Monday', 'Friday', 'Tuesday']}","Serv006,Serv348","OPR044,OPR065",Double Customer Base,"[""Product national actually last keep.""]"
P1495X,moralesbrett@example.org,593,8757108815,Kimberly,Alexander,kimberly-alexander,Inc 685,academics,Staffing and Outsourcing Services,"Ecuador, Esmeraldas","['0.96817890', '-79.65172020']",153,Manager,https://oliver.net/,http://ray-willis.com/,http://miller.com/,Ethics,Outstanding Achievement in Data Science Models,Safety Officer,PhD in Music,Pay-Per-Click (PPC) Advertising,Reevaluate Business Insurance Needs,Scientific Research,"{'days': ['Friday', 'Saturday', 'Monday', 'Sunday', 'Wednesday', 'Tuesday']}","Serv054,Pro203,Serv248,Serv242,Serv240",OPR106,Achieve Synergies Through Mergers,"[""Could sport Mrs draw.""]"
P1496X,christine89@example.org,299,571.641.3900x698,Melissa,Wilkins,melissa-wilkins,Ltd 520,service_providers,Insurance Carriers,Greenland,"['72.00000000', '-40.00000000']",482,Assistant,http://www.baldwin.biz/,https://ball.com/,http://www.jones.com/,Graphic Design,Exceptional Data Science Achievements,Operations Manager,High School Certificate,Social Media Influencers,Refinance Loans for Better Interest Rates,Cannabis Policy,{'days': ['Sunday']},Pro001,"OPR091,OPR026,OPR021,OPR060",Implement Comprehensive CSR Programs,"[""Dark again different song decade choice.""]"
P1497E,vasqueztiffany@example.org,60,364-400-0050x946,Angela,Wise,angela-wise,Inc 188,non_profit,Newspaper Publishing,"Malaysia, Terengganu","['5.31169160', '103.13241540']",170,Assistant,https://martin.com/,https://brewer.net/,http://www.avery.com/,Sports Management,Top Data Science Excellence,Certified Quality Engineer (CQE),BS in Mathematics,Partnerships,Optimize Server and Networking Equipment Usage,Service Quality,"{'days': ['Tuesday', 'Wednesday', 'Saturday', 'Friday']}","Pro315,Pro193,Pro133,Pro035,Serv048","OPR056,OPR076,OPR002,OPR034,OPR107",Implement Comprehensive Training Programs,"[""Statement do model teach everything idea likely arrive."", ""Yeah political carry night.""]"
P1498J,anne20@example.com,670,999.412.4347,Kyle,Cantrell,kyle-cantrell,LLC 551,academics,Security,"Timor-Leste, Liquiçá Municipality","['-8.66740950', '125.25879640']",60,Manager,http://www.stark-burton.info/,http://www.werner.biz/,https://www.williamson.com/,Sales,Behavioral Data Analysis Excellence Recognition,Packaging Technician,PhD in Management,Promotional Emails,Reduce Mobile Device Costs,Inventory Control,"{'days': ['Thursday', 'Wednesday', 'Friday', 'Sunday', 'Tuesday', 'Monday']}","Serv080,Serv302","OPR110,OPR106",Reach International Markets,"[""Near paper investment office.""]"
P1499R,shannon97@example.com,261,+1-422-861-2610x6478,Jason,English,jason-english,PLC 264,ventures,Education and Training Services,"Madagascar, Toamasina Province","['-18.14428110', '49.39578360']",481,Assistant,https://www.pierce.com/,http://chandler.biz/,http://www.meyer.info/,Gerontology,Top Data Science Collaboration Award,Banking Professional,PhD in Finance,Industry Expos,Optimize Health Insurance Plans,Business Development,"{'days': ['Sunday', 'Monday', 'Tuesday', 'Saturday', 'Thursday', 'Friday']}","Pro139,Serv166,Serv170","OPR055,OPR047,OPR073",Achieve Significant Cost Reductions,"[""Sign anyone issue."", ""Draw him enough.""]"
P1500C,esmith@example.com,267,+1-339-247-2040x08769,Brandi,Olson,brandi-olson,Ltd 219,academics,Retail Food and Beverage Services,"Botswana, Central District","[None, None]",344,Consultant,http://hernandez.com/,https://rodgers.com/,http://www.durham.biz/,Risk Management,Outstanding Achievement in Data Analytics Techniques,Edibles Chef,PhD in Philosophy,Virtual Events,Reduce Inventory Purchases,Economic Trends,"{'days': ['Thursday', 'Saturday', 'Monday', 'Wednesday', 'Sunday']}","Serv046,Pro295,Pro173,Pro283,Serv214","OPR084,OPR099",Secure Speaking Engagements at Major Conferences,"[""Citizen someone guess look draw first rest."", ""Charge left small pass lead then discuss.""]"
P1501H,antoniopage@example.com,379,(342)338-7362x9515,Jared,Bond,jared-bond,Inc 483,ventures,Circuses and Magic Shows,Vatican City State (Holy See),"['41.90000000', '12.45000000']",496,Manager,https://www.rodriguez.com/,http://www.phillips.info/,https://hale.info/,Quality Assurance,Best Asset Performance Analytics Recognition,Trainer,BS in Agriculture,Newsletters,Reduce Transaction Costs,Clinical Trials,{'days': ['Friday']},"Pro343,Serv374","OPR106,OPR084,OPR047,OPR043",Implement Lean Manufacturing Practices,"[""Activity concern purpose travel.""]"
P1502U,laurarobertson@example.net,853,6998494879,Cassandra,Roberson,cassandra-roberson,PLC 649,ventures,Industrial Distribution,Macau S.A.R.,"['22.16666666', '113.55000000']",137,Director,https://www.turner.org/,https://www.hopkins-hawkins.com/,https://www.myers-kramer.com/,Healthcare,Best Asset Performance Analytics Recognition,ISO 14001 (Environmental Management),PhD in Hospitality Management,Blogs,Optimize Patenting and Intellectual Property Costs,Workshops and Seminars,"{'days': ['Tuesday', 'Thursday', 'Sunday', 'Friday', 'Wednesday', 'Monday']}","Serv002,Pro351,Pro325","OPR040,OPR049,OPR083",Enhance Brand Perception and Trust,"[""School person generation morning attorney door."", ""Trouble pretty scientist different.""]"
P1503D,dibarra@example.com,20,+1-993-398-5821x63294,John,Henson,john-henson,Inc 193,non_profit,Internet Publishing,"Egypt, Dakahlia","['31.16560440', '31.49131820']",116,Director,https://davis.com/,http://www.garner.com/,http://www.gray.com/,Design,Excellence in Analytics for Customer Experience,Wellness Coach,Associate Degree in Psychology,Blogs,Reevaluate Business Insurance Needs,Media Relations,"{'days': ['Sunday', 'Wednesday', 'Saturday']}",Serv322,"OPR036,OPR076",Invest in Advanced Technologies,"[""Water action TV."", ""Television term common ask recent six.""]"
P1504L,ppierce@example.org,298,751-347-4454,Nicole,Smith,nicole-smith,and Sons 699,investors,Utilities - Regulated Electric,"Faroe Islands, Sandoy","['61.83651690', '-6.96301660']",94,Assistant,https://long.com/,https://buckley-bauer.com/,http://www.vaughn-taylor.com/,Accounting,Best Use of Data in Predictive Modeling,Risk Management Specialist,PhD in Nursing,Virtual Events,Streamline Distribution Network Management,Pest Control,"{'days': ['Friday', 'Tuesday', 'Wednesday', 'Monday', 'Sunday', 'Thursday', 'Saturday']}","Pro347,Serv220,Serv238,Pro225","OPR119,OPR064,OPR079",Develop Comprehensive Loyalty Programs,"[""Reflect ahead western various soon law.""]"
P1505R,bradleybrian@example.net,1721,+1-292-797-1697x05518,Cheryl,Sherman,cheryl-sherman,Inc 619,service_providers,Utilities - Regulated Water,Sint Maarten (Dutch part),"['18.03333300', '-63.05000000']",79,Assistant,https://www.serrano-king.com/,http://gallagher.biz/,https://www.robertson.info/,Dietary Science,Micro-Level Analysis Excellence,Microsoft Certified: Azure Administrator Associate,BS in Anthropology,Online Courses,Optimize Cloud Services,Financial Investment,"{'days': ['Friday', 'Wednesday', 'Thursday', 'Tuesday', 'Saturday', 'Sunday', 'Monday']}","Pro261,Serv222,Serv036","OPR008,OPR023",Attract Top Industry Talent,"[""Way spend city agreement."", ""As public consumer.""]"
P1506H,ohall@example.com,1-784,607-229-3270x5797,Christopher,Osborne,christopher-osborne,Inc 679,ventures,Internet Content and Information,"Saint Vincent and the Grenadines, Grenadines Parish","['13.01229650', '-61.22773010']",378,Director,http://bradley-jimenez.com/,http://www.mitchell.info/,https://www.phillips.biz/,Architecture,Best Data-Driven Product Development,Farm Manager,BS in Engineering,Customer Surveys,Reduce Non-Essential Employee Wellness Programs,Corporate Social Responsibility (CSR),"{'days': ['Tuesday', 'Wednesday', 'Sunday']}",Pro353,"OPR058,OPR094,OPR028",Reach International Markets,"[""Throughout answer wait."", ""Nature young deep.""]"
P1507M,smithdanny@example.com,27,294.209.3283,Amber,Blackburn,amber-blackburn,and Sons 397,academics,Mechanical or Industrial Engineering,"South Africa, Mpumalanga","['-25.56533600', '30.52790960']",169,Assistant,http://www.phillips.com/,http://www.adams.net/,https://www.collier.com/,Electronics Engineering,Best Data Collaboration Strategy,Project Manager,Associate Degree in Chemistry,eBay,Consolidate Software Licenses,Economic Trends,{'days': ['Sunday']},Pro181,"OPR066,OPR113,OPR028,OPR094,OPR068",Enhance Cybersecurity Measures,"[""Kind leader concern data plant.""]"
P1508M,william19@example.com,597,+1-787-612-6254x93649,Joy,Beard,joy-beard,Group 765,policy_makers,Building Construction,"Suriname, Wanica District","['5.73237620', '-55.27012350']",47,Manager,http://www.haynes.biz/,http://www.herrera.net/,http://www.stevens.org/,E-commerce,Innovation in Data Science Applications,Product Safety Tester,High School Dropout,Blogs,"Reduce Utility Usage (Electricity, Water, Gas)",Automation,"{'days': ['Friday', 'Saturday', 'Monday']}",Serv236,"OPR056,OPR033",Develop Proprietary Technology Solutions,"[""Kitchen from technology career even.""]"
P1509T,cole87@example.net,994,546.326.9592,Frank,Davis,frank-davis,Inc 763,academics,Metal One Mining,"Azerbaijan, Shusha District","['39.75374380', '46.74647550']",22,Manager,https://wiley.com/,https://gutierrez-leblanc.com/,http://www.merritt.com/,Video Production,Exceptional Data Science Solutions Award,Certified Digital Marketing Professional (CDMP),MS in Art,Infographics,Optimize Display Advertising Costs,Community Outreach,"{'days': ['Wednesday', 'Tuesday', 'Saturday', 'Friday']}",Pro133,OPR024,Develop Comprehensive Loyalty Programs,"[""Politics voice foot loss because wish maybe generation.""]"
P1510I,michael40@example.org,599,264-300-5349,Rebecca,Malone,rebecca-malone,Ltd 619,service_providers,Real Estate - Development,"Bonaire, Sint Eustatius and Saba, Saba","['17.63546420', '-63.23267630']",451,Assistant,https://www.miller.com/,https://www.manning-parks.com/,https://www.miller-white.com/,Engineering,Excellence in Data Insights,CISSP (Certified Information Systems Security Professional),BS in Environmental Science,Brand Ambassadors,Optimize Renewable Energy Solutions,Accounting Practices,"{'days': ['Wednesday', 'Sunday']}","Serv196,Serv016,Pro111","OPR104,OPR088,OPR116",Increase Average Transaction Value,"[""Prevent stock movie political."", ""Serve between security increase.""]"
P1511N,vtorres@example.net,880,001-503-907-2731,Eric,Miller,eric-miller,Group 225,service_providers,Mobile Computing Software Products,"Bangladesh, Dhaka Division","['23.95357420', '90.14949880']",150,Director,https://zamora.com/,http://www.reynolds-moore.info/,http://harris.info/,Startups,Best Performance in Data Architecture,CompTIA Security+,MS in Sociology,Community Events,Optimize Clinical Trials,Customer Feedback,"{'days': ['Friday', 'Monday', 'Sunday', 'Saturday', 'Wednesday', 'Thursday', 'Tuesday']}","Pro267,Pro365",OPR066,Reduce Waste and Increase Recycling,"[""Run thing something point plan sort model.""]"
P1512S,staceyjones@example.com,248,874.562.4920,Denise,Cordova,denise-cordova,Group 441,investors,Security System Services,"Seychelles, Saint Louis","['38.62700250', '-90.19940420']",348,Director,http://bird.com/,http://www.davis-anderson.com/,http://sexton-lewis.com/,Product Management,Top Data Security Initiative,Community Outreach Specialist,Associate Degree in Art,Partner Websites,Streamline Sales Training,Economic Trends,"{'days': ['Wednesday', 'Tuesday', 'Friday', 'Thursday', 'Saturday']}","Pro059,Serv102",OPR086,Adopt Advanced Digital Technologies,"[""Film relationship indicate which box subject although art.""]"
P1513X,duffyjohn@example.org,1-671,630.482.2253,Michael,Lopez,michael-lopez,PLC 766,ventures,Social Organizations,Guam,"['13.46666666', '144.78333333']",342,Manager,https://brown.com/,http://www.frey.com/,http://www.preston.info/,Physics,Top Data Science Collaboration Award,Pest Management Specialist,PhD in Computer Science,Internal Newsletters,Optimize Transportation and Logistics,Risk Assessment,"{'days': ['Sunday', 'Wednesday']}","Serv360,Serv154,Serv034","OPR019,OPR107,OPR066,OPR025",Execute a Successful Sale Strategy,"[""Purpose source finish senior big college decade."", ""Strong stay here effect.""]"
P1514F,david25@example.org,670,+1-504-839-9491x7961,William,Lowe,william-lowe,Ltd 879,academics,Computer Games,"Timor-Leste, Bobonaro Municipality","['-8.96554060', '125.25879640']",97,Consultant,http://www.anderson-novak.org/,https://www.butler.com/,http://www.nunez-soto.info/,Writing,Best Use of Data in Strategic Decision Making,Trainer,MS in Social Work,Remarketing Campaigns,Perform Internal Financial Audits,Sales Strategy,"{'days': ['Tuesday', 'Wednesday', 'Thursday']}","Pro079,Pro073","OPR060,OPR024,OPR098,OPR061",Implement Comprehensive CRM Systems,"[""Suddenly and bar behind member place religious."", ""True think thing high because personal.""]"
P1515W,stacyjones@example.net,1-345,962-353-1919,Jason,Carrillo,jason-carrillo,Inc 125,academics,Security System Services,Cayman Islands,"['19.50000000', '-80.50000000']",271,Manager,https://www.rowe.com/,http://schmitt.org/,http://hawkins.com/,Urban Planning,Outstanding Achievement in Predictive Analytics Solutions,Dispensary Technician,BS in Management,Online Marketplaces,Prioritize Key R&D Projects,Cryptocurrency and Blockchain,"{'days': ['Saturday', 'Wednesday']}","Serv362,Pro161,Serv314,Pro147","OPR115,OPR094,OPR109,OPR055,OPR074",Explore Merger Opportunities,"[""Glass create tax hospital attention well.""]"
P1516U,nicholas71@example.org,84,(220)320-9980,Matthew,Stewart,matthew-stewart,Ltd 626,service_providers,Copper,"Vietnam, Bắc Kạn","['22.30329230', '105.87600400']",114,Consultant,https://jacobson-davenport.com/,http://www.anderson-webb.org/,https://www.frost-stout.info/,Advertising,Excellence in Real-time Data Analytics,Oracle Certified Professional (OCP),Associate Degree in Agriculture,Sponsorships,Negotiate Lower Bank Fees,Legislative Advocacy,"{'days': ['Saturday', 'Wednesday']}",Pro059,"OPR116,OPR109,OPR008",Automate Key Production Processes,"[""Part party drop security."", ""Give remember dark girl.""]"
